#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   1   2  1.1e-295    2e-294  975.9   2.9     1   451     8   505     8   524 0.95 -
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   2   2   5.7e-11   9.9e-10   37.1   0.5   440   477   534   583   520   583 0.80 -
TRINITY_DN7040_c0_g1_i2:1050-1937   -            296 41297at7898          -            477   7.8e-24   83.6   0.0   1   1   5.4e-25   9.4e-24   83.3   0.0    17   212     5   220     1   230 0.76 -
TRINITY_DN7040_c0_g1_i7:1050-1937   -            296 41297at7898          -            477   7.8e-24   83.6   0.0   1   1   5.4e-25   9.4e-24   83.3   0.0    17   212     5   220     1   230 0.76 -
TRINITY_DN5598_c0_g2_i1:346-1137    -            264 41297at7898          -            477   9.3e-24   83.4   0.0   1   1   6.3e-25   1.1e-23   83.1   0.0    18   212     2   216     1   225 0.75 -
TRINITY_DN5598_c0_g2_i2:297-1088    -            264 41297at7898          -            477   9.3e-24   83.4   0.0   1   1   6.3e-25   1.1e-23   83.1   0.0    18   212     2   216     1   225 0.75 -
TRINITY_DN5598_c0_g2_i5:297-1088    -            264 41297at7898          -            477   9.3e-24   83.4   0.0   1   1   6.3e-25   1.1e-23   83.1   0.0    18   212     2   216     1   225 0.75 -
TRINITY_DN3498_c0_g1_i2:272-1309    -            346 41297at7898          -            477   1.5e-23   82.7   1.0   1   2   7.2e-24   1.3e-22   79.6   0.2    10   223    19   233    15   273 0.83 -
TRINITY_DN3498_c0_g1_i2:272-1309    -            346 41297at7898          -            477   1.5e-23   82.7   1.0   2   2         2        35    2.3   0.0   230   280   272   322   256   346 0.71 -
TRINITY_DN18715_c1_g1_i1:53-1363    -            437 41297at7898          -            477   1.9e-23   82.3   0.0   1   1   1.5e-24   2.6e-23   81.9   0.0    12   213   139   344   131   400 0.83 -
TRINITY_DN3299_c0_g2_i1:0-419       -            140 41297at7898          -            477   2.1e-23   82.2   0.2   1   1   1.3e-24   2.3e-23   82.0   0.2    11   143     4   136     1   139 0.97 -
TRINITY_DN2187_c0_g1_i11:633-1223   -            197 41297at7898          -            477   2.1e-23   82.2   0.0   1   1   1.4e-24   2.4e-23   82.0   0.0    16   200     8   188     3   197 0.87 -
TRINITY_DN53923_c0_g1_i1:136-579    -            148 41297at7898          -            477   2.4e-23   82.0   0.9   1   1   1.7e-24   2.9e-23   81.7   0.9    15   156     7   147     3   148 0.90 -
TRINITY_DN1650_c0_g1_i3:2987-3589   -            201 41297at7898          -            477   2.6e-23   81.9   0.0   1   1   1.7e-24     3e-23   81.7   0.0    16   209     6   200     3   201 0.94 -
TRINITY_DN1650_c0_g1_i6:2288-2890   -            201 41297at7898          -            477   2.6e-23   81.9   0.0   1   1   1.7e-24     3e-23   81.7   0.0    16   209     6   200     3   201 0.94 -
TRINITY_DN1650_c0_g1_i8:3016-3618   -            201 41297at7898          -            477   2.6e-23   81.9   0.0   1   1   1.7e-24     3e-23   81.7   0.0    16   209     6   200     3   201 0.94 -
TRINITY_DN1049_c0_g2_i1:19-783      -            255 41297at7898          -            477   2.9e-23   81.7   0.0   1   1   1.9e-24   3.3e-23   81.5   0.0    53   260     4   212     1   232 0.87 -
TRINITY_DN23095_c0_g1_i1:31-528     -            166 41297at7898          -            477     3e-23   81.7   0.0   1   1   1.9e-24   3.4e-23   81.5   0.0    56   204     5   158     1   165 0.87 -
TRINITY_DN3498_c0_g1_i3:272-1309    -            346 41297at7898          -            477   3.2e-23   81.6   0.7   1   2   1.8e-23   3.1e-22   78.3   0.1    15   223    24   233    17   273 0.83 -
TRINITY_DN3498_c0_g1_i3:272-1309    -            346 41297at7898          -            477   3.2e-23   81.6   0.7   2   2         2        35    2.3   0.0   230   280   272   322   256   346 0.71 -
TRINITY_DN7175_c1_g1_i4:404-2644    -            747 41297at7898          -            477   4.8e-23   81.0   0.0   1   1   4.4e-24   7.7e-23   80.3   0.0     8   215    12   228     7   267 0.84 -
TRINITY_DN4018_c0_g1_i1:146-2399    -            737 41297at7898          -            477   5.1e-23   80.9   0.0   1   1   5.2e-24   9.1e-23   80.1   0.0     9   216    13   229     7   240 0.85 -
TRINITY_DN4018_c0_g1_i2:146-2411    -            741 41297at7898          -            477   5.1e-23   80.9   0.0   1   1   5.3e-24   9.2e-23   80.1   0.0     9   216    13   229     7   240 0.85 -
TRINITY_DN3758_c2_g2_i2:1260-1982   -            241 41297at7898          -            477   6.3e-23   80.6   0.1   1   1   4.4e-24   7.6e-23   80.3   0.1    16   213     8   207     2   231 0.88 -
TRINITY_DN877_c1_g1_i1:345-1679     -            445 41297at7898          -            477   6.8e-23   80.5   0.0   1   1   5.4e-24   9.3e-23   80.1   0.0    10   257   192   439   185   442 0.83 -
TRINITY_DN9355_c1_g1_i1:225-989     -            255 41297at7898          -            477   8.2e-23   80.2   0.0   1   1   5.5e-24   9.5e-23   80.0   0.0    16   211    14   210     7   254 0.89 -
TRINITY_DN9355_c1_g1_i2:931-1695    -            255 41297at7898          -            477   8.2e-23   80.2   0.0   1   1   5.5e-24   9.5e-23   80.0   0.0    16   211    14   210     7   254 0.89 -
TRINITY_DN9355_c1_g1_i3:931-1695    -            255 41297at7898          -            477   8.2e-23   80.2   0.0   1   1   5.5e-24   9.5e-23   80.0   0.0    16   211    14   210     7   254 0.89 -
TRINITY_DN12632_c0_g3_i1:6-608      -            201 41297at7898          -            477   1.1e-22   79.8   0.0   1   1   7.1e-24   1.2e-22   79.6   0.0    16   209     7   201     2   201 0.93 -
TRINITY_DN48671_c1_g2_i11:187-1137  -            317 41297at7898          -            477   1.5e-22   79.4   0.0   1   1   1.1e-23   1.8e-22   79.1   0.0    13   254    69   315    60   317 0.84 -
TRINITY_DN7686_c1_g2_i1:150-2204    -            685 41297at7898          -            477   1.8e-22   79.1   0.0   1   2   0.00024    0.0042   15.2   0.0    66   205   158   302   114   311 0.84 -
TRINITY_DN7686_c1_g2_i1:150-2204    -            685 41297at7898          -            477   1.8e-22   79.1   0.0   2   2     2e-18   3.5e-17   61.7   0.0    16   203   403   597   395   603 0.83 -
TRINITY_DN1117_c0_g3_i1:582-1610    -            343 41297at7898          -            477   1.9e-22   79.0   0.2   1   1     4e-23   6.9e-22   77.2   0.1    17   217    23   225    15   236 0.86 -
TRINITY_DN1117_c0_g3_i2:602-1630    -            343 41297at7898          -            477   1.9e-22   79.0   0.2   1   1     4e-23   6.9e-22   77.2   0.1    17   217    23   225    15   236 0.86 -
TRINITY_DN1117_c0_g3_i3:562-1590    -            343 41297at7898          -            477     2e-22   79.0   0.5   1   1   4.3e-23   7.5e-22   77.1   0.1    17   217    23   225    15   234 0.86 -
TRINITY_DN48671_c1_g2_i5:1162-2184  -            341 41297at7898          -            477   2.1e-22   78.9   0.0   1   1   1.6e-23   2.7e-22   78.5   0.0    13   257    86   335    77   338 0.85 -
TRINITY_DN48671_c1_g2_i7:1162-2184  -            341 41297at7898          -            477   2.1e-22   78.9   0.0   1   1   1.6e-23   2.7e-22   78.5   0.0    13   257    86   335    77   338 0.85 -
TRINITY_DN19664_c0_g1_i1:421-978    -            186 41297at7898          -            477   2.5e-22   78.6   0.1   1   1   1.5e-23   2.7e-22   78.5   0.1     9   181     9   184     1   186 0.89 -
TRINITY_DN2187_c0_g1_i10:1532-2815  -            428 41297at7898          -            477   2.8e-22   78.5   0.0   1   1   2.2e-23   3.8e-22   78.0   0.0    65   296     7   243     3   260 0.82 -
TRINITY_DN10039_c0_g2_i1:98-580     -            161 41297at7898          -            477   3.3e-22   78.2   0.0   1   1   2.1e-23   3.6e-22   78.1   0.0    65   221     4   159     1   161 0.91 -
TRINITY_DN10039_c0_g2_i2:147-629    -            161 41297at7898          -            477   3.3e-22   78.2   0.0   1   1   2.1e-23   3.6e-22   78.1   0.0    65   221     4   159     1   161 0.91 -
TRINITY_DN8735_c1_g1_i1:454-1377    -            308 41297at7898          -            477     4e-22   78.0   0.0   1   1   2.5e-23   4.3e-22   77.9   0.0    17   210     2   208     1   291 0.84 -
TRINITY_DN8735_c1_g1_i4:454-1377    -            308 41297at7898          -            477     4e-22   78.0   0.0   1   1   2.5e-23   4.3e-22   77.9   0.0    17   210     2   208     1   291 0.84 -
TRINITY_DN18796_c0_g1_i2:456-839    -            128 41297at7898          -            477   4.1e-22   77.9   0.1   1   1   2.5e-23   4.4e-22   77.8   0.1    23   145     1   125     1   128 0.93 -
TRINITY_DN5630_c0_g2_i3:61-879      -            273 41297at7898          -            477   4.9e-22   77.7   0.0   1   1   3.6e-23   6.2e-22   77.3   0.0    17   225    20   234    16   251 0.85 -
TRINITY_DN7175_c1_g1_i5:378-2618    -            747 41297at7898          -            477   5.2e-22   77.6   0.0   1   1   4.8e-23   8.3e-22   76.9   0.0     8   215    12   228     7   267 0.85 -
TRINITY_DN29389_c0_g1_i1:39-524     -            162 41297at7898          -            477   6.5e-22   77.3   1.0   1   1   4.6e-23   7.9e-22   77.0   1.0    16   159     9   154     2   160 0.87 -
TRINITY_DN35668_c0_g2_i1:69-566     -            166 41297at7898          -            477   6.6e-22   77.2   0.1   1   1   4.7e-23   8.2e-22   76.9   0.1    58   209     6   162     2   165 0.85 -
TRINITY_DN22327_c0_g1_i1:41-694     -            218 41297at7898          -            477   7.7e-22   77.0   0.0   1   1   5.1e-23   8.9e-22   76.8   0.0    13   218     6   210     1   216 0.84 -
TRINITY_DN7981_c0_g1_i1:294-830     -            179 41297at7898          -            477   1.1e-21   76.5   0.0   1   1     8e-23   1.4e-21   76.2   0.0    16   182    10   176     3   178 0.89 -
TRINITY_DN16609_c0_g1_i1:1-858      -            286 41297at7898          -            477   1.1e-21   76.5   0.0   1   1   9.9e-23   1.7e-21   75.9   0.0    58   263     1   231     1   245 0.75 -
TRINITY_DN9903_c1_g2_i1:1-393       -            131 41297at7898          -            477   1.2e-21   76.4   0.0   1   1   7.6e-23   1.3e-21   76.3   0.0    85   209     1   129     1   131 0.88 -
TRINITY_DN16770_c1_g1_i2:530-1375   -            282 41297at7898          -            477   1.5e-21   76.1   0.0   1   1     1e-22   1.8e-21   75.8   0.0    16   211    14   210     6   236 0.92 -
TRINITY_DN11089_c0_g1_i1:1889-2746  -            286 41297at7898          -            477   1.6e-21   76.0   0.0   1   1   1.9e-22   3.3e-21   75.0   0.0    13   223     8   216     2   227 0.85 -
TRINITY_DN7562_c3_g2_i1:533-1726    -            398 41297at7898          -            477   1.6e-21   76.0   0.0   1   1   1.3e-22   2.3e-21   75.5   0.0    10   209   136   337   128   388 0.86 -
TRINITY_DN11089_c0_g1_i5:1588-2445  -            286 41297at7898          -            477   1.7e-21   75.9   0.0   1   1   2.2e-22   3.8e-21   74.8   0.0    12   223     7   216     2   226 0.85 -
TRINITY_DN11422_c0_g1_i2:1283-2455  -            391 41297at7898          -            477   2.2e-21   75.5   0.1   1   1   2.1e-22   3.7e-21   74.8   0.1    11   210   134   335   122   384 0.82 -
TRINITY_DN11422_c0_g1_i6:1486-2658  -            391 41297at7898          -            477   2.2e-21   75.5   0.1   1   1   2.1e-22   3.7e-21   74.8   0.1    11   210   134   335   122   384 0.82 -
TRINITY_DN7080_c0_g2_i1:499-1404    -            302 41297at7898          -            477   3.4e-21   74.9   0.0   1   1   2.5e-22   4.3e-21   74.6   0.0    16   210    42   240    30   267 0.85 -
TRINITY_DN1320_c1_g2_i1:6-509       -            168 41297at7898          -            477   3.5e-21   74.9   0.0   1   1   2.2e-22   3.9e-21   74.7   0.0    17   179     2   167     1   168 0.92 -
TRINITY_DN7080_c0_g2_i6:901-1845    -            315 41297at7898          -            477   3.8e-21   74.7   0.0   1   1   2.8e-22   4.9e-21   74.4   0.0    16   210    57   255    45   282 0.85 -
TRINITY_DN357_c4_g1_i5:343-1209     -            289 41297at7898          -            477   4.3e-21   74.6   0.0   1   2   1.7e-21   2.9e-20   71.8   0.0    18   229     8   226     4   247 0.76 -
TRINITY_DN357_c4_g1_i5:343-1209     -            289 41297at7898          -            477   4.3e-21   74.6   0.0   2   2       5.8     1e+02    0.8   0.0   228   263   253   288   247   289 0.83 -
TRINITY_DN1086_c3_g1_i2:2-724       -            241 41297at7898          -            477   4.7e-21   74.4   0.0   1   1   3.4e-22   5.9e-21   74.1   0.0    15   209    45   238    37   240 0.85 -
TRINITY_DN1086_c3_g1_i5:0-827       -            276 41297at7898          -            477   4.8e-21   74.4   0.0   1   1   3.6e-22   6.3e-21   74.0   0.0    15   209    36   229    28   245 0.85 -
TRINITY_DN357_c4_g1_i4:343-1209     -            289 41297at7898          -            477   5.4e-21   74.2   0.0   1   2   2.1e-21   3.6e-20   71.5   0.0    18   212     8   209     4   246 0.76 -
TRINITY_DN357_c4_g1_i4:343-1209     -            289 41297at7898          -            477   5.4e-21   74.2   0.0   2   2       6.1   1.1e+02    0.7   0.0   228   263   253   288   249   289 0.83 -
TRINITY_DN357_c4_g1_i7:343-1209     -            289 41297at7898          -            477   5.4e-21   74.2   0.0   1   2   2.1e-21   3.6e-20   71.5   0.0    18   212     8   209     4   246 0.76 -
TRINITY_DN357_c4_g1_i7:343-1209     -            289 41297at7898          -            477   5.4e-21   74.2   0.0   2   2       6.1   1.1e+02    0.7   0.0   228   263   253   288   249   289 0.83 -
TRINITY_DN22705_c0_g1_i3:4-810      -            269 41297at7898          -            477   5.6e-21   74.2   0.0   1   1   1.3e-21   2.2e-20   72.2   0.0    56   209    31   185     2   207 0.85 -
TRINITY_DN14760_c0_g1_i7:2460-3221  -            254 41297at7898          -            477   6.4e-21   74.0   0.0   1   1     4e-22     7e-21   73.9   0.0    17   262     1   253     1   254 0.80 -
TRINITY_DN14760_c0_g1_i8:2492-3253  -            254 41297at7898          -            477   6.4e-21   74.0   0.0   1   1     4e-22     7e-21   73.9   0.0    17   262     1   253     1   254 0.80 -
TRINITY_DN14499_c0_g2_i1:390-1127   -            246 41297at7898          -            477   6.8e-21   73.9   0.0   1   1   3.9e-22   6.8e-21   73.9   0.0    20   223     4   215     1   246 0.79 -
TRINITY_DN5306_c0_g1_i4:274-3675    -           1134 41297at7898          -            477   8.3e-21   73.6   0.0   1   2   0.00036    0.0062   14.7   0.0    62   259   621   824   556   856 0.72 -
TRINITY_DN5306_c0_g1_i4:274-3675    -           1134 41297at7898          -            477   8.3e-21   73.6   0.0   2   2   6.2e-17   1.1e-15   56.8   0.0    17   204   859  1054   849  1069 0.81 -
TRINITY_DN5306_c0_g1_i7:274-3675    -           1134 41297at7898          -            477   8.4e-21   73.6   0.0   1   2   0.00036    0.0062   14.7   0.0    62   259   621   824   556   856 0.72 -
TRINITY_DN5306_c0_g1_i7:274-3675    -           1134 41297at7898          -            477   8.4e-21   73.6   0.0   2   2   6.2e-17   1.1e-15   56.8   0.0    17   204   859  1054   849  1069 0.81 -
TRINITY_DN9355_c1_g1_i4:3-710       -            236 41297at7898          -            477   8.8e-21   73.5   0.0   1   1   5.4e-22   9.5e-21   73.4   0.0    22   211     1   191     1   235 0.89 -
TRINITY_DN12184_c0_g1_i1:1389-2264  -            292 41297at7898          -            477   9.1e-21   73.5   0.0   1   1   8.7e-22   1.5e-20   72.8   0.0    15   218     8   212     1   223 0.83 -
TRINITY_DN12184_c0_g1_i4:1537-2412  -            292 41297at7898          -            477   9.1e-21   73.5   0.0   1   1   8.7e-22   1.5e-20   72.8   0.0    15   218     8   212     1   223 0.83 -
TRINITY_DN14678_c0_g1_i3:444-1484   -            347 41297at7898          -            477   9.4e-21   73.4   0.0   1   1     7e-22   1.2e-20   73.1   0.0    11   209    15   215     7   237 0.83 -
TRINITY_DN3492_c0_g1_i14:2392-3444  -            351 41297at7898          -            477   9.7e-21   73.4   0.2   1   1   2.3e-21     4e-20   71.4   0.1    16   217    30   233    24   250 0.86 -
TRINITY_DN3492_c0_g1_i2:2392-3444   -            351 41297at7898          -            477   9.7e-21   73.4   0.2   1   1   2.3e-21     4e-20   71.4   0.1    16   217    30   233    24   250 0.86 -
TRINITY_DN3492_c0_g1_i6:2291-3343   -            351 41297at7898          -            477   9.7e-21   73.4   0.2   1   1   2.3e-21     4e-20   71.4   0.1    16   217    30   233    24   250 0.86 -
TRINITY_DN5630_c0_g2_i1:181-945     -            255 41297at7898          -            477   1.1e-20   73.2   0.0   1   1   7.4e-22   1.3e-20   73.0   0.0    17   225     2   216     1   233 0.80 -
TRINITY_DN1875_c1_g1_i6:421-1752    -            444 41297at7898          -            477   1.2e-20   73.1   0.0   1   1   8.2e-22   1.4e-20   72.8   0.0    13   210   185   380   177   443 0.84 -
TRINITY_DN1875_c1_g1_i7:485-1816    -            444 41297at7898          -            477   1.2e-20   73.1   0.0   1   1   8.2e-22   1.4e-20   72.8   0.0    13   210   185   380   177   443 0.84 -
TRINITY_DN5792_c0_g1_i3:2-640       -            213 41297at7898          -            477   1.4e-20   72.8   0.1   1   1   9.8e-22   1.7e-20   72.6   0.1    17   199    29   212    21   213 0.87 -
TRINITY_DN10296_c1_g1_i1:586-1452   -            289 41297at7898          -            477   1.7e-20   72.6   0.0   1   1   1.3e-21   2.2e-20   72.2   0.0    10   213    24   237    19   245 0.80 -
TRINITY_DN10296_c1_g1_i3:586-1452   -            289 41297at7898          -            477   1.7e-20   72.6   0.0   1   1   1.3e-21   2.2e-20   72.2   0.0    10   213    24   237    19   245 0.80 -
TRINITY_DN10296_c1_g1_i4:586-1452   -            289 41297at7898          -            477   1.7e-20   72.6   0.0   1   1   1.3e-21   2.2e-20   72.2   0.0    10   213    24   237    19   245 0.80 -
TRINITY_DN16770_c1_g1_i1:530-1375   -            282 41297at7898          -            477   1.7e-20   72.6   0.0   1   1   1.2e-21   2.1e-20   72.3   0.0    16   211    14   210     6   236 0.92 -
TRINITY_DN7080_c0_g2_i5:901-2748    -            616 41297at7898          -            477   1.9e-20   72.4   0.0   1   1   1.6e-21   2.7e-20   71.9   0.0    16   210   358   556   346   580 0.85 -
TRINITY_DN22705_c0_g1_i1:4-810      -            269 41297at7898          -            477     2e-20   72.4   0.0   1   1   1.4e-21   2.4e-20   72.1   0.0    56   209    31   185     2   202 0.85 -
TRINITY_DN10521_c1_g2_i4:1533-2348  -            272 41297at7898          -            477   2.1e-20   72.3   0.0   1   1   1.5e-21   2.6e-20   72.0   0.0    12   250    17   259    11   267 0.83 -
TRINITY_DN1086_c3_g1_i1:672-2180    -            503 41297at7898          -            477   2.2e-20   72.2   0.0   1   1   1.9e-21   3.3e-20   71.6   0.0    15   209   242   435   235   451 0.86 -
TRINITY_DN1086_c3_g1_i3:654-2162    -            503 41297at7898          -            477   2.2e-20   72.2   0.0   1   1   1.9e-21   3.3e-20   71.6   0.0    15   209   242   435   235   451 0.86 -
TRINITY_DN841_c0_g1_i13:1225-2289   -            355 41297at7898          -            477   2.4e-20   72.1   0.0   1   1   1.8e-21   3.2e-20   71.7   0.0    14   209    92   289    84   309 0.84 -
TRINITY_DN13369_c0_g1_i10:827-1834  -            336 41297at7898          -            477   2.5e-20   72.1   0.1   1   2   1.9e-20   3.4e-19   68.3   0.1    11   222     7   223     3   254 0.80 -
TRINITY_DN13369_c0_g1_i10:827-1834  -            336 41297at7898          -            477   2.5e-20   72.1   0.1   2   2       2.9        51    1.8   0.0   233   261   266   294   258   309 0.80 -
TRINITY_DN13369_c0_g1_i13:1048-2055 -            336 41297at7898          -            477   2.5e-20   72.1   0.1   1   2   1.9e-20   3.4e-19   68.3   0.1    11   222     7   223     3   254 0.80 -
TRINITY_DN13369_c0_g1_i13:1048-2055 -            336 41297at7898          -            477   2.5e-20   72.1   0.1   2   2       2.9        51    1.8   0.0   233   261   266   294   258   309 0.80 -
TRINITY_DN13369_c0_g1_i7:1053-2060  -            336 41297at7898          -            477   2.5e-20   72.1   0.1   1   2   1.9e-20   3.4e-19   68.3   0.1    11   222     7   223     3   254 0.80 -
TRINITY_DN13369_c0_g1_i7:1053-2060  -            336 41297at7898          -            477   2.5e-20   72.1   0.1   2   2       2.9        51    1.8   0.0   233   261   266   294   258   309 0.80 -
TRINITY_DN841_c0_g1_i3:1231-2310    -            360 41297at7898          -            477   2.5e-20   72.0   0.0   1   1     2e-21   3.5e-20   71.5   0.0    15   211    93   298    85   324 0.82 -
TRINITY_DN13369_c0_g1_i15:1053-2060 -            336 41297at7898          -            477   2.7e-20   71.9   0.1   1   2   2.1e-20   3.7e-19   68.2   0.1    11   222     7   223     3   254 0.80 -
TRINITY_DN13369_c0_g1_i15:1053-2060 -            336 41297at7898          -            477   2.7e-20   71.9   0.1   2   2       2.9        51    1.8   0.0   233   261   266   294   258   309 0.80 -
TRINITY_DN841_c0_g1_i5:1333-2751    -            473 41297at7898          -            477   3.3e-20   71.7   0.0   1   1   2.7e-21   4.7e-20   71.2   0.0    14   211   205   411   197   436 0.82 -
TRINITY_DN5306_c0_g1_i2:281-3703    -           1141 41297at7898          -            477   3.9e-20   71.4   0.0   1   2    0.0017      0.03   12.4   0.0    63   259   629   831   566   863 0.76 -
TRINITY_DN5306_c0_g1_i2:281-3703    -           1141 41297at7898          -            477   3.9e-20   71.4   0.0   2   2   6.4e-17   1.1e-15   56.7   0.0    17   204   866  1061   858  1076 0.81 -
TRINITY_DN5306_c0_g1_i6:281-3697    -           1139 41297at7898          -            477   4.3e-20   71.3   0.0   1   2   0.00046     0.008   14.3   0.0    62   259   626   829   561   846 0.71 -
TRINITY_DN5306_c0_g1_i6:281-3697    -           1139 41297at7898          -            477   4.3e-20   71.3   0.0   2   2   2.7e-16   4.8e-15   54.6   0.0    17   204   864  1059   857  1074 0.83 -
TRINITY_DN841_c0_g1_i10:1034-2113   -            360 41297at7898          -            477   4.3e-20   71.3   0.0   1   1   3.5e-21   6.1e-20   70.8   0.0    15   211    93   298    85   324 0.82 -
TRINITY_DN841_c0_g1_i12:1405-2484   -            360 41297at7898          -            477   4.4e-20   71.3   0.0   1   1   3.5e-21   6.1e-20   70.8   0.0    15   211    93   298    85   324 0.82 -
TRINITY_DN841_c0_g1_i14:1336-2415   -            360 41297at7898          -            477   4.4e-20   71.3   0.0   1   1   3.5e-21   6.1e-20   70.8   0.0    15   211    93   298    85   324 0.82 -
TRINITY_DN841_c0_g1_i6:1348-2712    -            455 41297at7898          -            477   4.4e-20   71.2   0.0   1   1   3.6e-21   6.2e-20   70.7   0.0    14   209   199   396   191   414 0.84 -
TRINITY_DN22549_c0_g1_i1:147-899    -            251 41297at7898          -            477   4.6e-20   71.2   0.0   1   1   3.1e-21   5.4e-20   71.0   0.0    13   205     5   198     1   217 0.86 -
TRINITY_DN36956_c2_g1_i1:127-954    -            276 41297at7898          -            477   4.7e-20   71.2   0.0   1   1   3.5e-21   6.1e-20   70.8   0.0     9   213     8   222     4   238 0.82 -
TRINITY_DN841_c0_g1_i2:1402-2799    -            466 41297at7898          -            477   4.8e-20   71.1   0.0   1   1   4.1e-21   7.1e-20   70.6   0.0    15   211   199   404   191   429 0.82 -
TRINITY_DN841_c0_g1_i8:1333-2730    -            466 41297at7898          -            477   4.8e-20   71.1   0.0   1   1   4.1e-21   7.1e-20   70.6   0.0    15   211   199   404   191   429 0.82 -
TRINITY_DN3574_c0_g1_i1:217-804     -            196 41297at7898          -            477   7.4e-20   70.5   0.0   1   1   4.7e-21   8.1e-20   70.4   0.0    11   196     3   196     1   196 0.89 -
TRINITY_DN5630_c0_g1_i4:292-1104    -            271 41297at7898          -            477   8.4e-20   70.3   0.0   1   1   6.4e-21   1.1e-19   69.9   0.0    12   223    17   233     9   263 0.79 -
TRINITY_DN5630_c0_g1_i5:292-1104    -            271 41297at7898          -            477   8.4e-20   70.3   0.0   1   1   6.4e-21   1.1e-19   69.9   0.0    12   223    17   233     9   263 0.79 -
TRINITY_DN9903_c0_g2_i1:695-1243    -            183 41297at7898          -            477   1.1e-19   69.9   0.0   1   1   7.7e-21   1.3e-19   69.6   0.0   118   224     5   116     2   171 0.75 -
TRINITY_DN25237_c0_g2_i4:282-1550   -            423 41297at7898          -            477   1.2e-19   69.8   0.0   1   1   9.6e-21   1.7e-19   69.3   0.0    14   204   182   371   174   420 0.82 -
TRINITY_DN18283_c0_g1_i3:29-487     -            153 41297at7898          -            477   1.2e-19   69.8   0.2   1   1   7.9e-21   1.4e-19   69.6   0.2    16   156    10   152     3   153 0.88 -
TRINITY_DN10521_c1_g2_i1:670-2217   -            516 41297at7898          -            477   1.2e-19   69.8   0.0   1   1     1e-20   1.8e-19   69.2   0.0    12   250   260   502   254   509 0.82 -
TRINITY_DN7285_c0_g1_i3:629-1930    -            434 41297at7898          -            477   1.3e-19   69.7   0.0   1   1     1e-20   1.8e-19   69.2   0.0    16   235   194   412   187   422 0.87 -
TRINITY_DN7285_c0_g1_i8:790-2094    -            435 41297at7898          -            477   1.3e-19   69.7   0.0   1   1   1.1e-20   1.8e-19   69.2   0.0    16   235   195   413   188   423 0.87 -
TRINITY_DN6486_c0_g1_i16:559-2538   -            606 41297at7898          -            477   1.4e-19   69.6   0.0   1   1   1.1e-20     2e-19   69.1   0.0    13   237   365   589   357   601 0.83 -
TRINITY_DN6486_c0_g1_i8:559-2616    -            614 41297at7898          -            477   1.4e-19   69.6   0.0   1   1   1.2e-20     2e-19   69.1   0.0    13   237   373   597   365   609 0.83 -
TRINITY_DN6486_c0_g1_i11:559-2415   -            619 41297at7898          -            477   1.4e-19   69.5   0.0   1   1   1.2e-20     2e-19   69.0   0.0    13   237   378   602   370   614 0.83 -
TRINITY_DN6486_c0_g1_i7:559-2415    -            619 41297at7898          -            477   1.4e-19   69.5   0.0   1   1   1.2e-20     2e-19   69.0   0.0    13   237   378   602   370   614 0.83 -
TRINITY_DN12516_c0_g2_i1:202-1446   -            415 41297at7898          -            477   1.7e-19   69.3   0.0   1   1   1.2e-20   2.1e-19   69.0   0.0     9   213    13   227     7   275 0.80 -
TRINITY_DN11422_c0_g1_i3:537-1541   -            335 41297at7898          -            477   1.8e-19   69.2   0.1   1   1   2.7e-20   4.6e-19   67.9   0.1    11   208    78   277    66   280 0.86 -
TRINITY_DN25237_c0_g2_i6:217-1485   -            423 41297at7898          -            477   1.8e-19   69.2   0.0   1   1   1.6e-20   2.8e-19   68.6   0.0    14   203   182   370   174   390 0.83 -
TRINITY_DN5306_c0_g1_i3:274-3681    -           1136 41297at7898          -            477   1.9e-19   69.1   0.0   1   2    0.0021     0.037   12.1   0.0    63   259   624   826   559   843 0.75 -
TRINITY_DN5306_c0_g1_i3:274-3681    -           1136 41297at7898          -            477   1.9e-19   69.1   0.0   2   2   2.7e-16   4.7e-15   54.6   0.0    17   204   861  1056   854  1071 0.83 -
TRINITY_DN665_c0_g1_i1:2-502        -            167 41297at7898          -            477     2e-19   69.1   0.1   1   1   1.5e-20   2.6e-19   68.7   0.1    10   157     6   154     2   159 0.91 -
TRINITY_DN665_c0_g1_i7:2-502        -            167 41297at7898          -            477     2e-19   69.1   0.1   1   1   1.5e-20   2.6e-19   68.7   0.1    10   157     6   154     2   159 0.91 -
TRINITY_DN15598_c1_g1_i1:71-616     -            182 41297at7898          -            477     2e-19   69.1   0.0   1   1   1.3e-20   2.3e-19   68.8   0.0    20   201     4   176     1   181 0.92 -
TRINITY_DN12362_c0_g1_i1:515-1591   -            359 41297at7898          -            477     2e-19   69.1   0.0   1   1   1.6e-20   2.8e-19   68.6   0.0    11   202   105   295    97   307 0.87 -
